Model Outputs
200
,,HRI_Hitesh_Lower:LAbsAnkleAngle,,,HRI_Hitesh_Lower:LAnkleAngles,,,HRI_Hitesh_Lower:LAnkleForce,,,HRI_Hitesh_Lower:LAnkleMoment,,,HRI_Hitesh_Lower:LAnklePower,,,HRI_Hitesh_Lower:LFE,,,,,,,,,HRI_Hitesh_Lower:LFO,,,,,,,,,HRI_Hitesh_Lower:LFootProgressAngles,,,HRI_Hitesh_Lower:LHipAngles,,,HRI_Hitesh_Lower:LHipForce,,,HRI_Hitesh_Lower:LHipMoment,,,HRI_Hitesh_Lower:LHipPower,,,HRI_Hitesh_Lower:LKneeAngles,,,HRI_Hitesh_Lower:LKneeForce,,,HRI_Hitesh_Lower:LKneeMoment,,,HRI_Hitesh_Lower:LKneePower,,,HRI_Hitesh_Lower:LPelvisAngles,,,HRI_Hitesh_Lower:LTI,,,,,,,,,HRI_Hitesh_Lower:LTO,,,,,,,,,HRI_Hitesh_Lower:PEL,,,,,,,,,HRI_Hitesh_Lower:RAbsAnkleAngle,,,HRI_Hitesh_Lower:RAnkleAngles,,,HRI_Hitesh_Lower:RAnkleForce,,,HRI_Hitesh_Lower:RAnkleMoment,,,HRI_Hitesh_Lower:RAnklePower,,,HRI_Hitesh_Lower:RFE,,,,,,,,,HRI_Hitesh_Lower:RFO,,,,,,,,,HRI_Hitesh_Lower:RFootProgressAngles,,,HRI_Hitesh_Lower:RHipAngles,,,HRI_Hitesh_Lower:RHipForce,,,HRI_Hitesh_Lower:RHipMoment,,,HRI_Hitesh_Lower:RHipPower,,,HRI_Hitesh_Lower:RKneeAngles,,,HRI_Hitesh_Lower:RKneeForce,,,HRI_Hitesh_Lower:RKneeMoment,,,HRI_Hitesh_Lower:RKneePower,,,HRI_Hitesh_Lower:RPelvisAngles,,,HRI_Hitesh_Lower:RTI,,,,,,,,,HRI_Hitesh_Lower:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
20,0,,,,,,,,,,,,,,,,-1.45251,-33.231,234.539,-198.605,384.124,513.567,349.973,349.973,349.973,,,,,,,,,,,,,-1.49119,5.06726,32.2336,,,,,,,,,,,,,,,,,,,,,,11.1916,-1.1681,1.06129,,,,,,,,,,,,,,,,,,,7.80024,9.79592,-90.6275,-247.614,308.46,854.911,173.755,173.755,173.755,5.8536,0,0,12.3338,11.7024,-61.481,-0.14145,-0.0274752,-0.00616196,-13.122,2.52323e-16,2.34635,0,0,0.000461241,8.25367,5.19336,-44.7197,-344.816,369.936,492.272,369.758,369.758,369.758,160.656,101.96,144.84,-445.444,320.433,73.2087,187.129,187.129,187.129,-87.5124,-10.1036,-14.4598,1.82878,-0.403937,46.0674,-0.168186,0.178552,1.53096,66.7014,-24.4828,3.09918,0,0,-0.00799263,4.96545,-3.3138,1.48288,-0.122436,0.0221223,0.581715,-26.4052,5.63076,2.14544,0,0,0.00285484,11.1916,1.1681,-1.06129,7.18671,11.055,-42.5496,-398.585,445.024,88.4851,369.902,369.902,369.902,160.656,101.96,144.84,-461.02,260.09,70.5872,62.3765,62.3765,62.3765
21,0,,,,,,,,,,,,,,,,-1.25207,-33.0126,234.568,-198.535,383.534,513.54,349.883,349.883,349.883,,,,,,,,,,,,,-1.35585,5.12221,32.2794,,,,,,,,,,,,,,,,,,,,,,11.2071,-1.13961,1.02433,,,,,,,,,,,,,,,,,,,7.83739,9.78271,-90.5926,-247.372,308.573,854.888,173.755,173.755,173.755,5.86791,0,0,12.3542,11.6901,-61.4559,-0.1416,-0.0277803,-0.00655147,-13.1254,-1.48366e-15,2.32711,0,0,0.000497981,8.20116,5.19326,-44.7853,-344.667,369.7,492.154,369.753,369.753,369.753,160.646,101.905,144.856,-445.437,320.387,73.1911,187.129,187.129,187.129,-87.5105,-10.0965,-14.4895,1.8918,-0.446547,45.9649,-0.174154,0.178114,1.53184,69.3504,-24.3531,3.10738,0,0,-0.00852813,5.01096,-3.26727,1.49759,-0.12571,0.0225283,0.58172,-27.073,5.49933,2.13256,0,0,0.00316968,11.2071,1.13961,-1.02433,7.20103,11.08,-42.6031,-398.514,444.953,88.4723,369.839,369.839,369.839,160.646,101.905,144.856,-461.043,260.051,70.5679,62.3765,62.3765,62.3765
22,0,,,,,,,,,,,,,,,,-1.03994,-32.7777,234.598,-198.452,382.911,513.506,349.789,349.789,349.789,,,,,,,,,,,,,-1.21193,5.17871,32.3303,,,,,,,,,,,,,,,,,,,,,,11.2232,-1.11044,0.98464,,,,,,,,,,,,,,,,,,,7.87573,9.76926,-90.555,-247.114,308.698,854.862,173.755,173.755,173.755,5.8827,0,0,12.3763,11.6787,-61.4324,-0.141768,-0.0280264,-0.00696274,-13.1309,3.89443e-15,2.30415,0,0,0.000534432,8.14558,5.19363,-44.8467,-344.514,369.457,492.026,369.751,369.751,369.751,160.636,101.852,144.874,-445.43,320.341,73.1767,187.129,187.129,187.129,-87.5075,-10.09,-14.5177,1.95804,-0.49193,45.8637,-0.180486,0.177483,1.53212,72.1044,-24.2402,3.10929,0,0,-0.00904433,5.05936,-3.21704,1.51183,-0.129143,0.0229378,0.581772,-27.7477,5.36941,2.11614,0,0,0.00348692,11.2232,1.11044,-0.98464,7.21673,11.1067,-42.6532,-398.447,444.884,88.465,369.765,369.765,369.765,160.636,101.852,144.874,-461.066,260.014,70.5507,62.3765,62.3765,62.3764
23,0,,,,,,,,,,,,,,,,-0.81631,-32.526,234.627,-198.356,382.256,513.466,349.693,349.693,349.693,,,,,,,,,,,,,-1.05956,5.23637,32.3868,,,,,,,,,,,,,,,,,,,,,,11.2399,-1.08086,0.94211,,,,,,,,,,,,,,,,,,,7.91503,9.75562,-90.5146,-246.839,308.835,854.833,173.755,173.755,173.755,5.89791,0,0,12.4001,11.6683,-61.4111,-0.141843,-0.0283111,-0.00723545,-13.1282,2.96011e-15,2.2873,0,0,0.000568965,8.08701,5.19461,-44.903,-344.358,369.207,491.89,369.752,369.752,369.752,160.626,101.802,144.893,-445.423,320.297,73.1658,187.129,187.129,187.129,-87.5034,-10.0839,-14.544,2.02723,-0.539996,45.7648,-0.186309,0.176249,1.53384,74.6359,-23.9909,3.10469,0,0,-0.00947148,5.11045,-3.16294,1.52529,-0.132256,0.0232112,0.581896,-28.3534,5.30591,2.10606,0,0,0.00377817,11.2399,1.08086,-0.94211,7.23388,11.135,-42.6992,-398.384,444.817,88.4637,369.679,369.679,369.679,160.626,101.802,144.893,-461.088,259.977,70.5357,62.3765,62.3764,62.3765
24,0,,,,,,,,,,,,,,,,-0.581625,-32.2572,234.654,-198.247,381.568,513.418,349.594,349.594,349.594,,,,,,,,,,,,,-0.899001,5.29475,32.4488,,,,,,,,,,,,,,,,,,,,,,11.2569,-1.0512,0.896653,,,,,,,,,,,,,,,,,,,7.95481,9.74189,-90.4713,-246.548,308.985,854.802,173.755,173.755,173.755,5.91346,0,0,12.4255,11.6591,-61.3922,-0.141933,-0.0285795,-0.00760162,-13.1279,-2.93849e-15,2.27206,0,0,0.000602017,8.02556,5.19628,-44.9531,-344.2,368.951,491.745,369.756,369.756,369.756,160.618,101.754,144.913,-445.418,320.255,73.1587,187.129,187.129,187.129,-87.4979,-10.0785,-14.5684,2.099,-0.590558,45.6691,-0.191983,0.175646,1.53462,77.2068,-23.9594,3.10335,0,0,-0.00990903,5.16405,-3.10491,1.53768,-0.135528,0.0236599,0.581881,-28.9915,5.20741,2.09766,0,0,0.004078,11.2569,1.0512,-0.896653,7.25251,11.1647,-42.7405,-398.326,444.754,88.469,369.581,369.581,369.581,160.618,101.754,144.913,-461.108,259.942,70.5232,62.3765,62.3765,62.3765
25,0,,,,,,,,,,,,,,,,-0.336261,-31.9715,234.681,-198.124,380.85,513.362,349.494,349.494,349.494,,,,,,,,,,,,,-0.730553,5.35345,32.5165,,,,,,,,,,,,,,,,,,,,,,11.274,-1.02176,0.848219,,,,,,,,,,,,,,,,,,,7.99471,9.72813,-90.425,-246.24,309.149,854.767,173.755,173.755,173.755,5.9292,0,0,12.4526,11.6514,-61.3762,-0.141951,-0.0289205,-0.00795087,-13.1215,-4.0415e-15,2.26773,0,0,0.00063253,7.96136,5.19875,-44.9961,-344.041,368.69,491.592,369.763,369.763,369.763,160.61,101.71,144.934,-445.413,320.215,73.1556,187.129,187.129,187.129,-87.4911,-10.0737,-14.5904,2.17302,-0.643474,45.5775,-0.197572,0.174792,1.53663,79.7582,-23.9876,3.11121,0,0,-0.010297,5.21996,-3.04287,1.54875,-0.138785,0.0243052,0.582016,-29.6422,5.09774,2.10025,0,0,0.00437776,11.274,1.02176,-0.848219,7.27264,11.1958,-42.7764,-398.274,444.694,88.4812,369.47,369.47,369.47,160.61,101.71,144.934,-461.126,259.908,70.5132,62.3765,62.3764,62.3765
26,0,,,,,,,,,,,,,,,,-0.0807709,-31.6689,234.707,-197.986,380.102,513.295,349.394,349.394,349.394,,,,,,,,,,,,,-0.55468,5.41207,32.5898,,,,,,,,,,,,,,,,,,,,,,11.2911,-0.992872,0.796805,,,,,,,,,,,,,,,,,,,8.03425,9.71438,-90.3757,-245.916,309.326,854.73,173.755,173.755,173.755,5.94509,0,0,12.4812,11.6452,-61.3636,-0.141966,-0.0291731,-0.00821485,-13.116,3.59885e-15,2.25988,0,0,0.000661202,7.89456,5.20211,-45.0311,-343.882,368.426,491.43,369.774,369.774,369.774,160.603,101.669,144.957,-445.41,320.179,73.1567,187.129,187.129,187.129,-87.4827,-10.0698,-14.6099,2.24881,-0.698516,45.4908,-0.201593,0.173541,1.53807,81.8233,-23.8646,3.09961,0,0,-0.010541,5.27799,-2.97684,1.55832,-0.141561,0.0246644,0.582173,-30.1837,5.06421,2.09935,0,0,0.00463248,11.2911,0.992872,-0.796805,7.29429,11.2281,-42.8063,-398.229,444.64,88.5006,369.348,369.348,369.348,160.603,101.669,144.957,-461.143,259.878,70.5056,62.3765,62.3764,62.3765
27,0,,,,,,,,,,,,,,,,0.184274,-31.35,234.731,-197.834,379.327,513.218,349.295,349.295,349.295,,,,,,,,,,,,,-0.371922,5.47027,32.6688,,,,,,,,,,,,,,,,,,,,,,11.3077,-0.964801,0.742428,,,,,,,,,,,,,,,,,,,8.07299,9.70065,-90.3233,-245.576,309.516,854.688,173.755,173.755,173.755,5.961,0,0,12.5113,11.6408,-61.3545,-0.141922,-0.0293866,-0.00844667,-13.1059,-2.77267e-15,2.25404,0,0,0.000687243,7.82531,5.20647,-45.0574,-343.723,368.16,491.262,369.788,369.788,369.788,160.597,101.632,144.982,-445.408,320.146,73.1619,187.129,187.129,187.129,-87.4728,-10.0668,-14.6267,2.32592,-0.75551,45.4097,-0.205216,0.173292,1.54024,83.6363,-24.1131,3.08946,0,0,-0.0108033,5.33794,-2.90682,1.56622,-0.143908,0.0255051,0.5822,-30.6447,4.95917,2.10047,0,0,0.00488015,11.3077,0.964801,-0.742428,7.31745,11.2617,-42.8296,-398.191,444.591,88.5276,369.213,369.213,369.213,160.597,101.632,144.982,-461.159,259.85,70.5006,62.3765,62.3765,62.3765
28,0,,,,,,,,,,,,,,,,0.458207,-31.0152,234.754,-197.666,378.527,513.129,349.197,349.197,349.197,,,,,,,,,,,,,-0.182907,5.52769,32.7531,,,,,,,,,,,,,,,,,,,,,,11.3236,-0.937854,0.685206,,,,,,,,,,,,,,,,,,,8.11045,9.68692,-90.2681,-245.22,309.72,854.644,173.755,173.755,173.755,5.97681,0,0,12.5428,11.6383,-61.3493,-0.141874,-0.0296589,-0.00865556,-13.0967,1.17366e-15,2.25969,0,0,0.000710873,7.75379,5.2119,-45.0745,-343.566,367.892,491.086,369.806,369.806,369.806,160.592,101.598,145.008,-445.407,320.118,73.1713,187.129,187.129,187.129,-87.4612,-10.0648,-14.6406,2.40385,-0.814213,45.335,-0.207838,0.171924,1.54178,85.3058,-23.9987,3.0786,0,0,-0.0108388,5.39962,-2.8329,1.57229,-0.146357,0.0258665,0.582319,-31.1412,4.96445,2.11295,0,0,0.00509696,11.3236,0.937854,-0.685206,7.34209,11.2965,-42.846,-398.161,444.547,88.5622,369.067,369.067,369.067,160.592,101.598,145.008,-461.173,259.826,70.498,62.3765,62.3765,62.3765
29,0,,,,,,,,,,,,,,,,0.740302,-30.6654,234.775,-197.483,377.704,513.028,349.102,349.102,349.102,,,,,,,,,,,,,0.0116066,5.5841,32.8424,,,,,,,,,,,,,,,,,,,,,,11.3384,-0.912263,0.625273,,,,,,,,,,,,,,,,,,,8.14618,9.67315,-90.2101,-244.848,309.937,854.595,173.755,173.755,173.755,5.99242,0,0,12.5756,11.6377,-61.3482,-0.141794,-0.0298415,-0.00883056,-13.0856,-3.00049e-15,2.26385,0,0,0.000731952,7.68018,5.21851,-45.0818,-343.409,367.623,490.905,369.827,369.827,369.827,160.589,101.569,145.035,-445.409,320.093,73.1851,187.129,187.129,187.129,-87.4479,-10.0641,-14.6514,2.48209,-0.874462,45.2672,-0.20878,0.171659,1.54419,86.3331,-24.2812,3.06344,0,0,-0.0108697,5.46282,-2.75516,1.5765,-0.147966,0.0267315,0.582561,-31.4754,4.88595,2.12385,0,0,0.00529224,11.3384,0.912263,-0.625273,7.36817,11.3324,-42.8549,-398.139,444.511,88.6046,368.91,368.91,368.91,160.589,101.568,145.035,-461.186,259.805,70.4979,62.3765,62.3765,62.3764
30,0,,,,,,,,,,,,,,,,1.0298,-30.3017,234.795,-197.284,376.859,512.914,349.012,349.012,349.012,,,,,,,,,,,,,0.210771,5.63932,32.9364,,,,,,,,,,,,,,,,,,,,,,11.3518,-0.888211,0.562831,,,,,,,,,,,,,,,,,,,8.17974,9.65918,-90.1495,-244.46,310.166,854.543,173.755,173.755,173.755,6.00778,0,0,12.6095,11.6393,-61.3514,-0.14169,-0.0299496,-0.00892752,-13.0734,3.71708e-15,2.26814,0,0,0.000750401,7.60463,5.22637,-45.0792,-343.253,367.355,490.717,369.851,369.851,369.851,160.588,101.543,145.065,-445.413,320.074,73.203,187.129,187.129,187.129,-87.4328,-10.0648,-14.6591,2.56007,-0.936094,45.2067,-0.20832,0.170755,1.54591,86.8885,-24.3705,3.03544,0,0,-0.0107061,5.52736,-2.67374,1.57883,-0.149081,0.0273598,0.582602,-31.708,4.86458,2.13474,0,0,0.00543968,11.3518,0.888211,-0.562831,7.39564,11.3694,-42.8563,-398.126,444.481,88.6547,368.742,368.742,368.742,160.588,101.543,145.065,-461.198,259.788,70.5,62.3765,62.3765,62.3765
31,0,,,,,,,,,,,,,,,,1.32589,-29.9254,234.813,-197.069,375.996,512.786,348.926,348.926,348.926,,,,,,,,,,,,,0.413659,5.69318,33.0344,,,,,,,,,,,,,,,,,,,,,,11.3635,-0.865917,0.498148,,,,,,,,,,,,,,,,,,,8.21066,9.64495,-90.0867,-244.056,310.406,854.487,173.755,173.755,173.755,6.02277,0,0,12.6445,11.643,-61.359,-0.141576,-0.0300958,-0.0090265,-13.0614,1.81529e-15,2.28349,0,0,0.000766654,7.52733,5.23558,-45.0665,-343.098,367.087,490.524,369.878,369.878,369.878,160.589,101.521,145.095,-445.419,320.059,73.225,187.129,187.129,187.129,-87.416,-10.0671,-14.6637,2.63726,-0.998894,45.1539,-0.207504,0.170463,1.54784,87.3345,-24.5991,3.01738,0,0,-0.0104663,5.59311,-2.58881,1.57931,-0.150142,0.0281082,0.58268,-31.9479,4.8285,2.15645,0,0,0.00558258,11.3635,0.865917,-0.498148,7.42444,11.4076,-42.8499,-398.121,444.457,88.7125,368.564,368.564,368.564,160.589,101.521,145.095,-461.209,259.775,70.5044,62.3765,62.3765,62.3765
32,0,,,,,,,,,,,,,,,,1.62774,-29.5377,234.829,-196.838,375.118,512.645,348.846,348.846,348.846,,,,,,,,,,,,,0.619299,5.74558,33.136,,,,,,,,,,,,,,,,,,,,,,11.3731,-0.845504,0.431537,,,,,,,,,,,,,,,,,,,8.23855,9.6303,-90.0218,-243.636,310.658,854.426,173.755,173.755,173.755,6.03732,0,0,12.6804,11.6488,-61.371,-0.141471,-0.0300524,-0.00900301,-13.0513,-2.62849e-15,2.2888,0,0,0.000780025,7.44842,5.24622,-45.0437,-342.944,366.82,490.327,369.908,369.908,369.909,160.593,101.503,145.127,-445.428,320.049,73.251,187.129,187.129,187.129,-87.3975,-10.0711,-14.665,2.71317,-1.06274,45.1091,-0.203855,0.169697,1.54964,86.7724,-24.7309,2.97449,0,0,-0.0100547,5.65989,-2.50053,1.57804,-0.150036,0.0287846,0.582973,-31.9356,4.81138,2.16795,0,0,0.00565414,11.3731,0.845504,-0.431537,7.4545,11.4469,-42.8358,-398.126,444.441,88.7778,368.376,368.376,368.376,160.593,101.503,145.127,-461.219,259.767,70.5109,62.3765,62.3764,62.3765
33,0,,,,,,,,,,,,,,,,1.93452,-29.1406,234.844,-196.592,374.226,512.49,348.772,348.772,348.772,,,,,,,,,,,,,0.826611,5.79657,33.2403,,,,,,,,,,,,,,,,,,,,,,11.3802,-0.827039,0.363344,,,,,,,,,,,,,,,,,,,8.26305,9.61504,-89.9554,-243.198,310.918,854.361,173.755,173.755,173.755,6.0514,0,0,12.7171,11.6567,-61.3873,-0.141324,-0.0300414,-0.00897317,-13.038,-3.2009e-16,2.3047,0,0,0.000791318,7.36803,5.25836,-45.0112,-342.79,366.555,490.125,369.942,369.942,369.942,160.599,101.488,145.16,-445.439,320.044,73.2809,187.129,187.129,187.129,-87.3771,-10.077,-14.6633,2.78726,-1.12753,45.0724,-0.199417,0.169312,1.5512,85.9033,-24.9305,2.93918,0,0,-0.00955611,5.72756,-2.40908,1.57512,-0.149555,0.0295117,0.582885,-31.8704,4.78406,2.18978,0,0,0.00570845,11.3802,0.827039,-0.363344,7.48574,11.4875,-42.814,-398.141,444.432,88.8504,368.18,368.18,368.18,160.599,101.488,145.16,-461.229,259.763,70.5194,62.3765,62.3765,62.3765
34,0,,,,,,,,,,,,,,,,2.24536,-28.7357,234.857,-196.328,373.324,512.322,348.706,348.706,348.706,,,,,,,,,,,,,1.03453,5.84615,33.3466,,,,,,,,,,,,,,,,,,,,,,11.3845,-0.810608,0.293972,,,,,,,,,,,,,,,,,,,8.28378,9.59903,-89.8877,-242.743,311.187,854.292,173.755,173.755,173.755,6.06491,0,0,12.7544,11.6667,-61.4079,-0.141212,-0.0299135,-0.00887359,-13.029,5.62465e-15,2.31697,0,0,0.00080008,7.28629,5.27205,-44.9694,-342.635,366.292,489.919,369.977,369.977,369.977,160.608,101.477,145.195,-445.453,320.044,73.3144,187.129,187.129,187.129,-87.3551,-10.0849,-14.6586,2.85911,-1.19312,45.0437,-0.19405,0.168514,1.5526,84.6547,-25.0336,2.89448,0,0,-0.00893234,5.79607,-2.31467,1.57075,-0.148723,0.0301809,0.583149,-31.7147,4.76443,2.20772,0,0,0.00573267,11.3845,0.810608,-0.293972,7.51808,11.5294,-42.7848,-398.164,444.43,88.93,367.976,367.976,367.976,160.608,101.477,145.195,-461.238,259.762,70.5296,62.3765,62.3765,62.3765
35,0,,,,,,,,,,,,,,,,2.55947,-28.3249,234.87,-196.049,372.415,512.141,348.646,348.646,348.646,,,,,,,,,,,,,1.24194,5.89444,33.4541,,,,,,,,,,,,,,,,,,,,,,11.3856,-0.796211,0.22384,,,,,,,,,,,,,,,,,,,8.3005,9.58205,-89.8193,-242.27,311.463,854.218,173.755,173.755,173.755,6.07786,0,0,12.7923,11.6787,-61.4326,-0.141092,-0.0297516,-0.00876713,-13.02,-1.2609e-15,2.33286,0,0,0.000806735,7.20329,5.28737,-44.9187,-342.478,366.029,489.71,370.016,370.016,370.016,160.621,101.468,145.231,-445.47,320.049,73.3514,187.129,187.129,187.129,-87.3313,-10.0951,-14.6511,2.92827,-1.25944,45.023,-0.187734,0.168048,1.55387,83.0235,-25.1878,2.85092,0,0,-0.0082521,5.86529,-2.21749,1.56506,-0.147448,0.0308712,0.583115,-31.4766,4.72854,2.22901,0,0,0.00573841,11.3856,0.796211,-0.22384,7.55143,11.5726,-42.7485,-398.195,444.434,89.0163,367.765,367.765,367.765,160.621,101.468,145.231,-461.247,259.766,70.5416,62.3765,62.3765,62.3765
36,0,,,,,,,,,,,,,,,,2.87605,-27.9104,234.881,-195.754,371.501,511.948,348.595,348.595,348.595,,,,,,,,,,,,,1.44776,5.94155,33.562,,,,,,,,,,,,,,,,,,,,,,11.3834,-0.783858,0.153389,,,,,,,,,,,,,,,,,,,8.31293,9.56395,-89.7506,-241.777,311.744,854.139,173.755,173.755,173.755,6.09022,0,0,12.8305,11.6926,-61.461,-0.140974,-0.0294477,-0.00854445,-13.0117,3.39195e-15,2.34189,0,0,0.000810257,7.11911,5.30436,-44.8598,-342.318,365.768,489.498,370.057,370.057,370.057,160.637,101.462,145.268,-445.489,320.058,73.3918,187.129,187.129,187.129,-87.306,-10.1075,-14.6409,2.99443,-1.32642,45.0099,-0.179175,0.167028,1.55469,80.4966,-25.1963,2.78983,0,0,-0.00748033,5.93518,-2.11773,1.55828,-0.145069,0.0314379,0.583278,-31.0018,4.71138,2.24321,0,0,0.00567905,11.3834,0.783858,-0.153389,7.5857,11.6173,-42.7057,-398.234,444.444,89.1091,367.547,367.547,367.547,160.637,101.462,145.268,-461.255,259.774,70.5551,62.3765,62.3764,62.3765
37,0,,,,,,,,,,,,,,,,3.19434,-27.4941,234.891,-195.443,370.586,511.745,348.551,348.551,348.551,,,,,,,,,,,,,1.65093,5.98772,33.6694,,,,,,,,,,,,,,,,,,,,,,11.3775,-0.773463,0.0830533,,,,,,,,,,,,,,,,,,,8.32094,9.54451,-89.682,-241.265,312.029,854.056,173.755,173.755,173.755,6.10199,0,0,12.869,11.7082,-61.4929,-0.140867,-0.0291957,-0.00835088,-13.0047,-2.73663e-15,2.36117,0,0,0.000812649,7.03377,5.32302,-44.7936,-342.154,365.506,489.282,370.1,370.1,370.1,160.657,101.457,145.305,-445.511,320.071,73.4351,187.129,187.129,187.129,-87.279,-10.1223,-14.6283,3.05732,-1.39403,45.0042,-0.171599,0.166365,1.55528,78.2586,-25.2519,2.74427,0,0,-0.00670421,6.00572,-2.01558,1.55061,-0.143142,0.0320436,0.583188,-30.6199,4.67303,2.26734,0,0,0.00564841,11.3775,0.773463,-0.0830533,7.62081,11.6635,-42.6568,-398.281,444.459,89.2077,367.323,367.323,367.323,160.657,101.457,145.305,-461.264,259.784,70.57,62.3765,62.3765,62.3765
38,0,,,,,,,,,,,,,,,,3.51364,-27.0782,234.9,-195.117,369.673,511.531,348.515,348.515,348.515,,,,,,,,,,,,,1.85046,6.03316,33.7755,,,,,,,,,,,,,,,,,,,,,,11.3677,-0.764952,0.0132737,,,,,,,,,,,,,,,,,,,8.32442,9.52359,-89.614,-240.732,312.316,853.967,173.755,173.755,173.755,6.11317,0,0,12.9077,11.7253,-61.5278,-0.140792,-0.0287692,-0.00812646,-13.0009,3.31625e-15,2.36884,0,0,0.0008113,6.9473,5.34338,-44.7209,-341.985,365.244,489.063,370.145,370.145,370.145,160.681,101.454,145.344,-445.534,320.087,73.4813,187.129,187.129,187.129,-87.2506,-10.1396,-14.6135,3.11674,-1.46224,45.0053,-0.161795,0.164981,1.55621,75.1187,-25.1895,2.682,0,0,-0.00591211,6.07691,-1.91122,1.54229,-0.140086,0.0326141,0.583422,-29.9956,4.61521,2.27966,0,0,0.00556752,11.3677,0.764952,-0.0132737,7.65666,11.7114,-42.6026,-398.334,444.479,89.3119,367.093,367.093,367.093,160.681,101.454,145.344,-461.272,259.798,70.5861,62.3765,62.3765,62.3765
39,0,,,,,,,,,,,,,,,,3.83331,-26.6647,234.908,-194.775,368.764,511.309,348.485,348.485,348.485,,,,,,,,,,,,,2.04538,6.0781,33.8794,,,,,,,,,,,,,,,,,,,,,,11.354,-0.758242,-0.0555251,,,,,,,,,,,,,,,,,,,8.32328,9.50107,-89.547,-240.178,312.605,853.874,173.755,173.755,173.755,6.12378,0,0,12.9463,11.7438,-61.5654,-0.140694,-0.0284201,-0.00780677,-12.9949,6.06297e-16,2.38723,0,0,0.000808957,6.8597,5.36544,-44.6428,-341.808,364.981,488.841,370.193,370.193,370.193,160.709,101.451,145.384,-445.56,320.106,73.5302,187.129,187.129,187.129,-87.2208,-10.1593,-14.597,3.17258,-1.53101,45.0128,-0.153184,0.163411,1.55617,72.262,-24.9386,2.62681,0,0,-0.00508954,6.14878,-1.80479,1.53351,-0.137399,0.0329025,0.583317,-29.4385,4.61802,2.30243,0,0,0.0054829,11.354,0.758242,0.0555251,7.69319,11.761,-42.5438,-398.392,444.503,89.4212,366.859,366.859,366.859,160.709,101.451,145.384,-461.28,259.814,70.6034,62.3765,62.3765,62.3765
40,0,,,,,,,,,,,,,,,,4.15273,-26.2557,234.916,-194.417,367.863,511.08,348.462,348.462,348.462,,,,,,,,,,,,,2.23483,6.12279,33.9804,,,,,,,,,,,,,,,,,,,,,,11.3363,-0.753206,-0.122953,,,,,,,,,,,,,,,,,,,8.31754,9.47683,-89.4815,-239.602,312.893,853.776,173.755,173.755,173.755,6.1339,0,0,12.9849,11.7633,-61.6051,-0.14065,-0.0279174,-0.00758774,-12.9936,-7.83644e-16,2.3938,0,0,0.00080274,6.77091,5.38917,-44.5603,-341.624,364.716,488.615,370.243,370.243,370.243,160.74,101.449,145.425,-445.587,320.127,73.5814,187.129,187.129,187.129,-87.1897,-10.1816,-14.5789,3.22482,-1.60032,45.0258,-0.143478,0.162098,1.5565,68.9249,-24.8876,2.56927,0,0,-0.00440076,6.22141,-1.69646,1.52452,-0.134121,0.0335283,0.58335,-28.7493,4.51082,2.3132,0,0,0.00541195,11.3363,0.753206,0.122953,7.73032,11.8125,-42.4813,-398.455,444.529,89.5352,366.62,366.62,366.62,160.74,101.448,145.425,-461.288,259.831,70.6216,62.3765,62.3765,62.3765
41,0,,,,,,,,,,,,,,,,4.47138,-25.853,234.924,-194.045,366.972,510.845,348.446,348.446,348.446,,,,,,,,,,,,,2.41806,6.16752,34.0779,,,,,,,,,,,,,,,,,,,,,,11.3145,-0.74971,-0.188644,,,,,,,,,,,,,,,,,,,8.30731,9.4508,-89.4178,-239.002,313.18,853.672,173.755,173.755,173.755,6.1435,0,0,13.0232,11.7837,-61.6465,-0.140591,-0.0274492,-0.00720508,-12.9904,-2.63858e-15,2.4049,0,0,0.000794699,6.68091,5.41453,-44.4744,-341.43,364.447,488.386,370.295,370.295,370.295,160.776,101.445,145.467,-445.614,320.149,73.6349,187.129,187.129,187.129,-87.1573,-10.2065,-14.5597,3.27354,-1.67018,45.0439,-0.134119,0.159711,1.55664,65.5632,-24.4164,2.50498,0,0,-0.00366557,6.29484,-1.58635,1.51547,-0.130818,0.0336376,0.583522,-28.0385,4.51641,2.32827,0,0,0.00529676,11.3145,0.74971,0.188644,7.76797,11.8658,-42.4159,-398.52,444.558,89.6534,366.376,366.376,366.376,160.776,101.445,145.467,-461.295,259.85,70.6408,62.3765,62.3765,62.3765
